Property_Type,Property_Area,Number_of_Doors,Power_Backup,Water_Supply,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Habitability_score,Number_of_Windows,Furnishing,Frequency_of_Powercuts,Crime_Rate,Dust_and_Noise
5.0,1460,2,1.0,0.0,3.34,57.0,4.92,77.29,5.0,1.0,0.0,3.0,1.0
1.0,547,2,2.0,0.0,6.01,168.0,4.08,80.68,4.0,1.0,0.0,1.0,2.0
4.0,706,1,1.0,0.0,6.46,96.0,4.79,71.99,5.0,1.0,0.0,3.0,2.0
1.0,298,2,1.0,3.0,7.09,97.0,2.53,32.51,2.0,1.0,0.0,2.0,0.0
5.0,2229,2,1.0,3.0,5.98,91.0,3.86,79.85,5.0,1.0,0.0,1.0,2.0
2.0,2901,3,1.0,3.0,3.52,55.0,4.61,85.09,15.0,1.0,0.0,3.0,1.0
5.0,1357,4,2.0,0.0,4.74,89.0,4.18,80.25,5.0,1.0,0.0,1.0,2.0
1.0,884,3,0.0,3.0,5.92,111.0,3.84,73.26,3.0,1.0,0.0,1.0,2.0
1.0,793,3,1.0,0.0,6.64,129.0,4.75,78.24,3.0,2.0,0.0,3.0,2.0
2.0,2276,2,1.0,2.0,4.44,80.0,2.94,75.96,8.0,0.0,1.0,1.0,2.0
1.0,237,3,2.0,0.0,6.78,119.0,4.13,91.72,4.0,0.0,1.0,3.0,2.0
1.0,281,3,1.0,3.0,5.41,82.0,3.25,86.66,2.0,0.0,1.0,1.0,2.0
4.0,942,1,1.0,0.0,5.97,119.0,3.51,65.6,6.0,2.0,0.0,2.0,2.0
5.0,1646,1,1.0,0.0,8.0,198.0,4.59,84.9,3.0,1.0,0.0,0.0,0.0
1.0,841,3,1.0,2.0,5.1,103.0,2.28,71.87,1.0,1.0,2.0,1.0,2.0
5.0,1247,3,1.0,2.0,7.31,121.0,3.5,76.14,5.0,0.0,1.0,3.0,2.0
1.0,890,2,1.0,2.0,7.0,91.0,3.54,72.18,2.0,0.0,1.0,3.0,2.0
1.0,467,1,1.0,2.0,5.98,84.0,3.56,76.19,4.0,1.0,0.0,1.0,2.0
2.0,2194,3,1.0,3.0,7.32,144.0,3.16,80.31,6.0,1.0,1.0,1.0,2.0
1.0,818,1,1.0,3.0,6.1,122.0,2.57,26.74,4.0,2.0,1.0,0.0,2.0
1.0,736,3,1.0,2.0,6.62,139.0,4.11,59.97,1.0,2.0,0.0,3.0,2.0
5.0,1525,3,1.0,3.0,6.61,114.0,3.2,75.92,4.0,1.0,1.0,1.0,2.0
2.0,3935,2,1.0,0.0,6.14,147.0,4.73,90.94,8.0,2.0,0.0,3.0,2.0
5.0,1506,1,1.0,0.0,5.41,83.0,3.56,75.9,5.0,2.0,1.0,1.0,2.0
4.0,651,2,0.0,0.0,7.52,164.0,4.7,72.64,4.0,1.0,0.0,3.0,2.0
1.0,545,1,1.0,0.0,6.21,156.0,4.72,74.96,3.0,1.0,0.0,3.0,2.0
4.0,621,3,2.0,2.0,4.86,101.0,2.91,77.19,4.0,1.0,1.0,1.0,2.0
4.0,464,2,2.0,4.0,7.43,137.0,1.91,60.4,5.0,1.0,0.0,2.0,2.0
5.0,2001,2,1.0,2.0,5.68,115.0,2.89,47.46,3.0,2.0,1.0,1.0,2.0
5.0,1239,4,1.0,0.0,5.98,116.0,3.52,73.72,4.0,0.0,0.0,0.0,2.0
4.0,630,2,1.0,0.0,6.94,120.0,4.76,70.63,5.0,1.0,0.0,3.0,2.0
4.0,412,1,2.0,2.0,5.22,98.0,3.54,71.83,7.0,1.0,0.0,1.0,2.0
5.0,1478,2,2.0,4.0,5.26,94.0,3.23,70.87,2.0,1.0,0.0,1.0,2.0
1.0,461,2,1.0,3.0,5.42,111.0,3.84,57.61,1.0,2.0,0.0,1.0,2.0
5.0,2254,3,1.0,0.0,5.41,103.0,4.16,84.08,2.0,1.0,0.0,1.0,2.0
5.0,1286,2,1.0,4.0,4.96,116.0,3.21,66.24,4.0,1.0,0.0,1.0,2.0
1.0,751,1,1.0,2.0,8.5,145.0,3.4,71.75,3.0,0.0,0.0,1.0,0.0
1.0,560,2,1.0,4.0,7.38,140.0,1.91,31.63,4.0,1.0,0.0,2.0,2.0
4.0,403,3,1.0,0.0,6.8,84.0,4.18,78.09,6.0,0.0,1.0,3.0,2.0
4.0,1272,3,2.0,3.0,6.29,170.0,2.5,74.47,6.0,1.0,1.0,0.0,2.0
4.0,930,3,1.0,0.0,5.93,106.0,4.16,78.42,5.0,0.0,0.0,1.0,2.0
3.0,238,2,1.0,2.0,6.21,143.0,3.48,67.85,3.0,1.0,0.0,1.0,2.0
5.0,1692,4,2.0,0.0,5.6,110.0,4.15,84.77,3.0,0.0,0.0,2.0,2.0
5.0,1532,1,1.0,0.0,5.28,99.0,3.54,64.46,3.0,2.0,0.0,0.0,2.0
1.0,201,1,1.0,0.0,7.13,81.0,3.55,68.07,1.0,1.0,0.0,0.0,2.0
2.0,2440,2,1.0,2.0,6.2,166.0,2.82,77.99,6.0,1.0,2.0,3.0,2.0
1.0,640,1,1.0,0.0,7.34,81.0,4.18,85.66,3.0,1.0,1.0,3.0,2.0
1.0,144,3,1.0,3.0,5.97,101.0,3.85,63.58,1.0,1.0,0.0,1.0,2.0
2.0,3896,4,1.0,0.0,5.46,105.0,3.53,77.62,14.0,0.0,1.0,1.0,2.0
1.0,564,2,1.0,0.0,5.9,103.0,4.79,67.46,1.0,2.0,0.0,3.0,2.0
3.0,480,1,1.0,0.0,6.0,122.0,4.13,76.06,1.0,2.0,1.0,3.0,2.0
3.0,455,2,1.0,2.0,6.72,159.0,3.46,67.75,3.0,0.0,1.0,3.0,2.0
4.0,1220,3,1.0,0.0,8.19,153.0,4.65,80.84,4.0,0.0,0.0,3.0,0.0
1.0,794,1,1.0,3.0,5.86,103.0,1.96,77.89,3.0,0.0,3.0,0.0,2.0
5.0,2011,2,1.0,3.0,7.24,147.0,3.78,73.07,4.0,1.0,0.0,1.0,2.0
2.0,3822,4,1.0,3.0,6.87,99.0,4.47,73.84,13.0,1.0,0.0,3.0,2.0
5.0,1583,1,1.0,0.0,4.95,112.0,2.27,69.58,3.0,1.0,2.0,0.0,2.0
5.0,1962,2,1.0,0.0,6.01,112.0,4.78,73.98,3.0,1.0,0.0,3.0,2.0
5.0,2213,3,2.0,0.0,6.0,87.0,4.81,75.35,2.0,2.0,0.0,3.0,2.0
1.0,118,1,2.0,0.0,5.24,80.0,4.82,85.91,3.0,0.0,0.0,3.0,2.0
1.0,671,2,1.0,3.0,3.91,76.0,3.95,81.61,1.0,0.0,1.0,3.0,1.0
2.0,3106,2,1.0,3.0,6.49,148.0,3.79,90.59,13.0,1.0,1.0,3.0,2.0
3.0,241,1,1.0,2.0,6.09,163.0,3.46,60.86,0.0,1.0,0.0,1.0,2.0
1.0,924,2,1.0,3.0,8.24,184.0,3.04,58.92,1.0,1.0,0.0,0.0,0.0
5.0,1501,1,1.0,0.0,7.95,126.0,4.75,71.07,2.0,1.0,0.0,3.0,2.0
1.0,949,1,1.0,0.0,6.5,137.0,4.74,74.08,3.0,1.0,0.0,3.0,2.0
5.0,1651,2,1.0,0.0,7.27,161.0,4.71,86.92,5.0,2.0,0.0,3.0,2.0
5.0,1127,2,2.0,0.0,5.96,119.0,4.14,93.9,2.0,0.0,0.0,1.0,2.0
1.0,133,3,1.0,0.0,5.62,108.0,4.16,71.65,3.0,1.0,0.0,2.0,2.0
1.0,950,1,1.0,0.0,7.39,157.0,4.71,81.07,1.0,0.0,0.0,3.0,2.0
1.0,20303,1,1.0,3.0,5.69,83.0,3.87,68.27,2.0,2.0,0.0,1.0,2.0
5.0,1117,1,1.0,3.0,6.42,91.0,4.49,68.74,4.0,2.0,0.0,3.0,2.0
5.0,2073,3,1.0,2.0,6.51,157.0,2.83,87.34,2.0,0.0,0.0,0.0,2.0
2.0,3953,5,1.0,2.0,5.95,113.0,4.15,69.68,8.0,2.0,0.0,3.0,2.0
1.0,363,1,0.0,0.0,8.4,163.0,2.12,26.03,3.0,1.0,1.0,2.0,0.0
2.0,3589,2,1.0,3.0,7.98,132.0,4.42,70.22,6.0,1.0,0.0,3.0,2.0
1.0,420,2,1.0,0.0,5.69,98.0,4.17,77.67,4.0,0.0,0.0,1.0,2.0
2.0,3262,2,1.0,3.0,7.05,162.0,3.76,70.71,10.0,2.0,0.0,1.0,2.0
4.0,858,1,2.0,2.0,2.5,16.0,1.84,75.85,4.0,0.0,2.0,0.0,1.0
1.0,514,3,1.0,0.0,5.6,95.0,3.54,73.54,3.0,1.0,1.0,1.0,2.0
5.0,1656,3,1.0,0.0,5.41,111.0,4.78,72.83,2.0,1.0,0.0,3.0,2.0
4.0,473,2,1.0,3.0,7.32,166.0,3.13,29.81,6.0,2.0,0.0,0.0,2.0
1.0,809,2,1.0,2.0,2.69,84.0,4.27,78.83,2.0,2.0,0.0,3.0,1.0
3.0,386,2,1.0,0.0,8.65,124.0,1.54,37.17,0.0,1.0,3.0,0.0,0.0
5.0,2288,4,1.0,4.0,6.25,152.0,2.53,85.07,5.0,0.0,0.0,0.0,2.0
1.0,841,3,1.0,0.0,6.89,86.0,4.17,71.51,3.0,2.0,1.0,3.0,2.0
1.0,721,2,1.0,4.0,7.77,82.0,3.23,82.69,4.0,1.0,1.0,3.0,2.0
1.0,116,2,1.0,0.0,5.88,102.0,4.16,68.87,4.0,1.0,0.0,1.0,2.0
5.0,1255,2,1.0,0.0,5.92,110.0,4.15,83.51,4.0,1.0,0.0,1.0,2.0
5.0,1309,1,0.0,0.0,7.51,99.0,4.15,90.23,5.0,1.0,0.0,1.0,2.0
5.0,2124,3,1.0,1.0,7.02,141.0,3.16,69.12,4.0,1.0,1.0,3.0,2.0
1.0,630,2,1.0,3.0,6.64,108.0,4.46,86.38,3.0,1.0,0.0,3.0,2.0
5.0,1719,2,0.0,2.0,4.58,114.0,4.15,79.52,4.0,2.0,0.0,3.0,2.0
1.0,897,3,1.0,0.0,7.5,133.0,2.86,69.73,4.0,2.0,3.0,3.0,2.0
5.0,1357,1,1.0,3.0,5.96,116.0,3.83,84.8,5.0,1.0,1.0,3.0,2.0
1.0,832,1,1.0,0.0,6.1,169.0,4.08,88.23,1.0,1.0,1.0,3.0,2.0
2.0,4085,3,1.0,3.0,5.34,83.0,2.62,81.3,9.0,0.0,1.0,0.0,2.0
5.0,1459,3,2.0,3.0,7.58,139.0,1.91,72.89,5.0,1.0,1.0,2.0,2.0
2.0,2565,4,1.0,0.0,7.25,170.0,4.69,89.04,4.0,2.0,0.0,3.0,2.0
3.0,483,2,1.0,3.0,7.39,80.0,3.87,81.26,0.0,1.0,0.0,1.0,2.0
2.0,3153,6,1.0,3.0,6.43,139.0,3.17,69.03,6.0,2.0,1.0,1.0,2.0
5.0,1143,3,1.0,2.0,6.93,115.0,3.51,75.76,2.0,0.0,1.0,3.0,2.0
1.0,644,3,1.0,2.0,8.13,161.0,2.13,34.01,2.0,1.0,0.0,2.0,0.0
1.0,594,1,2.0,3.0,7.04,90.0,2.6,75.2,4.0,1.0,3.0,3.0,2.0
5.0,1337,3,1.0,3.0,7.31,85.0,4.49,80.27,5.0,2.0,0.0,3.0,2.0
4.0,754,2,2.0,0.0,8.02,126.0,4.68,84.99,6.0,0.0,0.0,0.0,0.0
1.0,572,3,2.0,0.0,7.3,134.0,4.74,72.83,3.0,2.0,0.0,3.0,2.0
5.0,2135,1,1.0,0.0,6.74,134.0,2.23,25.13,2.0,2.0,1.0,2.0,2.0
1.0,876,2,1.0,0.0,4.49,111.0,3.53,68.44,4.0,1.0,0.0,0.0,2.0
2.0,3326,2,1.0,4.0,6.69,103.0,3.84,78.3,14.0,0.0,0.0,2.0,2.0
5.0,1530,3,1.0,3.0,6.43,147.0,3.79,77.92,5.0,0.0,1.0,3.0,2.0
3.0,287,1,1.0,0.0,4.43,101.0,3.54,69.66,0.0,1.0,1.0,1.0,2.0
4.0,929,3,1.0,3.0,6.32,125.0,2.56,58.47,7.0,1.0,0.0,2.0,2.0
5.0,1202,1,1.0,0.0,4.56,96.0,4.18,88.88,4.0,1.0,0.0,1.0,2.0
5.0,1177,1,1.0,2.0,4.96,109.0,4.16,74.11,5.0,1.0,0.0,3.0,2.0
1.0,747,2,1.0,3.0,5.48,105.0,3.85,81.2,1.0,1.0,0.0,1.0,2.0
5.0,1148,2,2.0,2.0,6.01,91.0,4.17,92.05,5.0,0.0,0.0,3.0,2.0
5.0,1593,3,1.0,3.0,4.81,90.0,3.24,54.33,3.0,2.0,1.0,1.0,2.0
1.0,875,1,1.0,0.0,6.09,154.0,4.09,90.56,4.0,1.0,1.0,3.0,2.0
4.0,720,2,1.0,3.0,8.77,172.0,3.05,28.73,5.0,2.0,0.0,0.0,0.0
1.0,459,1,1.0,2.0,7.26,154.0,3.46,68.2,2.0,0.0,1.0,3.0,2.0
1.0,217,2,2.0,4.0,7.58,138.0,3.16,81.23,4.0,1.0,1.0,3.0,2.0
2.0,2052,2,2.0,3.0,6.46,136.0,4.43,88.61,7.0,1.0,0.0,3.0,2.0
1.0,283,1,1.0,0.0,7.54,128.0,4.12,74.49,1.0,1.0,0.0,1.0,2.0
5.0,2015,3,1.0,3.0,6.84,148.0,4.47,75.5,5.0,2.0,0.0,3.0,1.0
1.0,742,2,1.0,0.0,4.96,118.0,3.52,82.21,1.0,1.0,1.0,1.0,2.0
5.0,1323,4,1.0,3.0,5.32,116.0,3.83,80.24,5.0,1.0,0.0,1.0,2.0
1.0,622,1,1.0,2.0,7.65,156.0,2.2,34.02,2.0,2.0,2.0,1.0,2.0
1.0,200,1,1.0,2.0,3.57,44.0,3.68,60.12,1.0,2.0,1.0,1.0,1.0
4.0,1199,3,1.0,0.0,8.35,180.0,3.98,74.02,5.0,2.0,1.0,3.0,0.0
1.0,865,2,1.0,3.0,5.92,108.0,4.47,93.21,1.0,1.0,0.0,3.0,2.0
3.0,456,2,2.0,0.0,4.79,113.0,4.15,81.59,2.0,1.0,0.0,1.0,2.0
5.0,1300,4,1.0,0.0,5.0,98.0,3.54,74.34,3.0,0.0,0.0,0.0,2.0
1.0,269,3,1.0,3.0,6.11,10.0,3.23,67.58,2.0,1.0,0.0,0.0,2.0
1.0,554,1,1.0,3.0,7.65,90.0,3.22,71.41,4.0,1.0,0.0,0.0,2.0
5.0,1516,4,1.0,0.0,4.34,102.0,4.17,78.36,4.0,1.0,0.0,1.0,2.0
1.0,813,3,1.0,2.0,6.81,141.0,2.85,72.16,3.0,1.0,0.0,0.0,2.0
5.0,2038,4,2.0,0.0,7.7,165.0,4.7,91.15,4.0,1.0,0.0,3.0,2.0
2.0,2056,6,2.0,0.0,7.01,133.0,3.49,75.62,6.0,1.0,1.0,1.0,2.0
1.0,227,2,1.0,3.0,6.76,84.0,4.49,85.88,2.0,1.0,0.0,3.0,2.0
1.0,291,1,1.0,0.0,5.24,90.0,4.18,79.12,4.0,1.0,0.0,1.0,2.0
4.0,490,3,1.0,3.0,6.12,110.0,3.84,84.45,4.0,1.0,0.0,1.0,2.0
2.0,2619,6,1.0,3.0,5.38,82.0,3.25,72.08,15.0,1.0,0.0,0.0,2.0
1.0,887,3,1.0,0.0,8.43,139.0,4.04,82.94,2.0,1.0,1.0,3.0,0.0
5.0,1505,4,1.0,0.0,6.06,111.0,2.89,73.36,4.0,1.0,0.0,2.0,2.0
4.0,675,3,2.0,2.0,6.86,134.0,3.49,72.06,7.0,1.0,1.0,3.0,2.0
1.0,235,3,1.0,0.0,4.26,90.0,4.19,73.59,4.0,2.0,0.0,1.0,2.0
1.0,23883,2,1.0,2.0,5.45,104.0,3.53,31.97,1.0,2.0,0.0,1.0,2.0
1.0,570,1,1.0,0.0,4.86,85.0,2.93,32.44,4.0,2.0,2.0,1.0,2.0
1.0,726,3,1.0,2.0,6.56,96.0,4.16,75.53,1.0,0.0,0.0,3.0,2.0
5.0,1530,1,1.0,0.0,5.87,96.0,4.8,73.57,3.0,1.0,0.0,2.0,2.0
1.0,595,3,1.0,2.0,4.28,102.0,2.92,76.21,2.0,1.0,2.0,3.0,2.0
3.0,436,1,1.0,3.0,6.75,113.0,3.83,72.57,0.0,2.0,1.0,3.0,2.0
3.0,259,1,1.0,2.0,7.2,118.0,4.13,81.3,2.0,1.0,0.0,3.0,2.0
5.0,1739,1,1.0,3.0,5.39,101.0,4.48,71.0,2.0,2.0,0.0,3.0,2.0
1.0,201,1,2.0,2.0,7.08,125.0,4.12,90.98,1.0,0.0,0.0,3.0,2.0
3.0,429,2,1.0,3.0,7.33,101.0,3.84,68.91,3.0,1.0,0.0,1.0,2.0
1.0,154,1,2.0,0.0,8.23,156.0,2.76,62.48,1.0,1.0,0.0,2.0,0.0
1.0,508,1,1.0,0.0,4.74,104.0,4.79,72.99,1.0,1.0,0.0,3.0,2.0
4.0,1035,3,2.0,0.0,6.86,166.0,2.19,74.16,7.0,1.0,3.0,1.0,2.0
3.0,211,2,1.0,0.0,5.73,112.0,2.89,75.57,1.0,1.0,1.0,0.0,2.0
0.0,2024,3,1.0,4.0,7.29,112.0,1.94,42.49,5.0,1.0,0.0,2.0,2.0
3.0,456,2,0.0,3.0,5.45,92.0,3.86,72.99,1.0,1.0,0.0,1.0,2.0
4.0,1122,2,1.0,2.0,4.62,97.0,3.55,70.11,6.0,0.0,0.0,1.0,2.0
4.0,1298,3,2.0,0.0,3.06,94.0,4.25,88.03,5.0,1.0,0.0,1.0,1.0
2.0,1884,6,1.0,3.0,6.6,111.0,3.83,91.56,10.0,1.0,0.0,1.0,2.0
1.0,273,3,1.0,2.0,8.03,166.0,2.75,32.21,2.0,2.0,0.0,0.0,0.0
5.0,1798,4,1.0,3.0,7.27,155.0,3.71,70.67,5.0,0.0,0.0,1.0,0.0
5.0,1974,2,1.0,0.0,8.54,196.0,4.59,95.39,3.0,1.0,0.0,3.0,0.0
5.0,2183,4,1.0,0.0,6.06,121.0,2.88,81.68,2.0,1.0,3.0,3.0,2.0
5.0,2163,3,1.0,3.0,5.08,94.0,3.86,75.0,5.0,1.0,0.0,1.0,2.0
4.0,1007,3,2.0,0.0,7.05,81.0,4.81,93.61,7.0,0.0,0.0,3.0,2.0
1.0,615,1,1.0,2.0,6.28,96.0,2.28,75.15,2.0,0.0,1.0,0.0,2.0
1.0,865,3,1.0,3.0,6.92,161.0,1.26,27.3,3.0,2.0,2.0,2.0,2.0
5.0,2181,2,2.0,3.0,7.9,111.0,3.82,91.52,3.0,0.0,1.0,3.0,2.0
2.0,3395,2,0.0,0.0,5.63,118.0,4.14,90.8,14.0,0.0,1.0,3.0,2.0
5.0,1825,1,1.0,0.0,7.77,135.0,4.74,75.96,4.0,1.0,0.0,3.0,2.0
1.0,935,2,2.0,0.0,6.28,95.0,4.17,70.42,1.0,2.0,1.0,3.0,2.0
1.0,491,3,1.0,3.0,5.76,110.0,3.84,74.31,3.0,2.0,0.0,1.0,2.0
4.0,1160,3,1.0,0.0,7.24,111.0,4.77,71.01,5.0,1.0,0.0,3.0,2.0
1.0,249,3,2.0,2.0,6.97,125.0,4.13,94.02,4.0,0.0,0.0,3.0,2.0
1.0,120,2,1.0,3.0,7.75,145.0,4.41,73.7,1.0,0.0,0.0,3.0,2.0
0.0,905,2,1.0,0.0,7.35,116.0,4.76,74.96,3.0,2.0,0.0,3.0,2.0
4.0,1026,2,1.0,0.0,6.07,141.0,3.48,77.56,7.0,1.0,1.0,1.0,2.0
2.0,2809,4,2.0,2.0,6.86,97.0,3.53,79.62,11.0,1.0,0.0,1.0,2.0
1.0,408,1,1.0,3.0,7.23,141.0,4.42,75.07,1.0,1.0,0.0,3.0,2.0
2.0,2221,3,1.0,0.0,5.87,102.0,4.79,75.8,14.0,1.0,0.0,3.0,2.0
4.0,5816,3,1.0,3.0,5.76,113.0,3.21,35.43,5.0,2.0,1.0,1.0,2.0
5.0,1781,4,2.0,3.0,6.66,111.0,4.46,88.94,5.0,0.0,0.0,3.0,2.0
1.0,884,1,2.0,2.0,7.17,125.0,4.12,95.44,3.0,0.0,0.0,3.0,2.0
5.0,2250,3,1.0,2.0,6.16,110.0,3.52,72.28,3.0,1.0,1.0,3.0,2.0
2.0,1919,3,2.0,3.0,5.92,117.0,3.83,81.02,11.0,1.0,0.0,1.0,2.0
5.0,1442,4,2.0,3.0,8.03,161.0,2.44,83.24,2.0,1.0,1.0,0.0,0.0
1.0,290,1,1.0,3.0,7.18,142.0,4.42,88.74,4.0,1.0,0.0,3.0,2.0
1.0,671,1,1.0,0.0,6.62,128.0,4.75,71.32,2.0,1.0,0.0,3.0,2.0
1.0,897,2,1.0,3.0,4.74,113.0,3.21,75.41,3.0,1.0,0.0,0.0,2.0
1.0,951,1,1.0,0.0,8.96,164.0,4.63,73.91,4.0,2.0,0.0,3.0,0.0
5.0,2266,4,1.0,3.0,5.82,103.0,1.96,32.9,5.0,2.0,2.0,0.0,2.0
1.0,261,1,1.0,0.0,7.37,106.0,3.52,82.18,1.0,1.0,1.0,1.0,2.0
5.0,1528,2,2.0,2.0,7.57,133.0,3.48,71.22,5.0,1.0,0.0,1.0,2.0
1.0,427,1,1.0,2.0,5.22,117.0,3.52,65.04,4.0,1.0,0.0,1.0,2.0
5.0,1937,2,1.0,0.0,3.06,35.0,4.95,77.79,3.0,2.0,0.0,3.0,1.0
1.0,974,3,2.0,2.0,8.38,184.0,3.98,78.58,4.0,1.0,0.0,3.0,0.0
1.0,725,2,1.0,0.0,8.37,138.0,2.84,32.52,4.0,2.0,0.0,2.0,2.0
2.0,4241,2,2.0,0.0,7.33,155.0,4.09,76.04,15.0,2.0,1.0,3.0,2.0
1.0,155,3,1.0,2.0,5.6,91.0,3.55,44.52,4.0,2.0,0.0,1.0,2.0
2.0,2427,3,1.0,2.0,4.96,94.0,3.55,78.34,6.0,0.0,1.0,3.0,2.0
1.0,264,3,1.0,3.0,7.19,149.0,2.52,61.38,1.0,0.0,0.0,2.0,2.0
4.0,626,2,1.0,0.0,2.91,56.0,4.3,80.67,5.0,0.0,0.0,1.0,1.0
0.0,425,2,1.0,0.0,5.83,111.0,4.15,78.65,6.0,0.0,0.0,1.0,2.0
4.0,468,3,1.0,2.0,2.15,27.0,3.71,90.96,6.0,1.0,1.0,3.0,1.0
3.0,220,2,1.0,0.0,6.74,96.0,4.79,78.58,2.0,1.0,0.0,3.0,2.0
5.0,1174,1,1.0,0.0,7.43,154.0,4.71,75.62,5.0,1.0,0.0,3.0,2.0
4.0,1087,3,1.0,0.0,6.71,127.0,4.75,87.2,5.0,0.0,0.0,3.0,2.0
5.0,2038,1,1.0,0.0,4.82,112.0,4.15,76.96,5.0,0.0,0.0,1.0,2.0
2.0,3930,5,1.0,0.0,3.21,16.0,2.47,69.27,14.0,1.0,1.0,2.0,1.0
5.0,2068,2,1.0,0.0,5.2,81.0,4.19,84.65,5.0,0.0,0.0,1.0,2.0
4.0,1173,2,2.0,2.0,5.92,102.0,2.91,67.21,7.0,2.0,0.0,0.0,2.0
1.0,139,2,1.0,0.0,7.46,170.0,4.69,78.84,2.0,1.0,0.0,3.0,2.0
5.0,1774,4,1.0,4.0,7.11,141.0,1.91,73.62,4.0,1.0,3.0,3.0,2.0
2.0,2992,6,2.0,0.0,4.5,96.0,4.18,90.29,14.0,0.0,0.0,1.0,2.0
1.0,972,3,1.0,2.0,7.17,94.0,2.91,71.2,1.0,1.0,2.0,3.0,2.0
3.0,498,1,1.0,0.0,7.59,135.0,4.74,70.33,0.0,2.0,0.0,3.0,2.0
4.0,503,2,2.0,0.0,8.41,133.0,3.42,81.06,4.0,1.0,0.0,0.0,0.0
5.0,2298,2,2.0,2.0,5.26,101.0,3.54,77.23,3.0,1.0,0.0,1.0,2.0
2.0,2195,6,1.0,4.0,6.18,139.0,3.17,88.43,14.0,1.0,1.0,3.0,2.0
4.0,996,1,2.0,3.0,6.57,83.0,4.49,70.93,4.0,2.0,0.0,3.0,2.0
4.0,881,3,1.0,0.0,4.49,107.0,2.91,75.74,7.0,1.0,1.0,0.0,2.0
1.0,854,1,1.0,0.0,6.42,170.0,2.82,81.95,4.0,1.0,3.0,3.0,2.0
5.0,2268,1,1.0,0.0,6.01,97.0,2.91,34.96,2.0,2.0,0.0,2.0,2.0
5.0,1934,4,1.0,0.0,6.16,97.0,3.54,76.57,5.0,0.0,0.0,0.0,2.0
0.0,930,3,1.0,0.0,7.59,88.0,4.8,80.9,1.0,2.0,0.0,3.0,2.0
5.0,1362,2,1.0,0.0,4.31,88.0,4.19,79.28,3.0,1.0,0.0,1.0,2.0
0.0,357,3,1.0,2.0,6.35,134.0,3.49,71.86,4.0,1.0,1.0,2.0,2.0
1.0,747,2,2.0,0.0,6.6,154.0,4.72,87.05,2.0,1.0,0.0,3.0,2.0
1.0,157,2,1.0,2.0,7.84,147.0,4.09,81.53,4.0,1.0,0.0,3.0,2.0
1.0,703,3,1.0,0.0,7.71,82.0,4.8,72.75,1.0,1.0,0.0,3.0,2.0
5.0,1210,4,1.0,0.0,4.19,103.0,2.92,49.4,3.0,2.0,2.0,1.0,2.0
1.0,250,2,1.0,0.0,6.46,120.0,4.76,88.75,3.0,1.0,0.0,3.0,2.0
4.0,622,2,2.0,0.0,5.71,83.0,4.19,80.22,7.0,2.0,0.0,1.0,2.0
1.0,902,3,1.0,0.0,6.64,99.0,4.79,78.2,2.0,2.0,0.0,3.0,2.0
4.0,541,3,1.0,4.0,8.42,123.0,3.74,79.69,7.0,0.0,0.0,0.0,0.0
1.0,365,3,1.0,3.0,6.5,143.0,2.54,37.72,2.0,2.0,1.0,0.0,2.0
2.0,2937,4,1.0,0.0,7.78,126.0,4.75,87.92,6.0,0.0,0.0,3.0,2.0
4.0,1177,1,1.0,3.0,5.57,405.0,4.46,71.16,4.0,1.0,0.0,3.0,2.0
4.0,938,2,1.0,3.0,7.29,159.0,4.39,73.54,5.0,2.0,0.0,3.0,2.0
5.0,1481,2,1.0,3.0,6.31,80.0,4.5,87.13,5.0,0.0,0.0,3.0,2.0
2.0,3491,2,2.0,0.0,5.42,105.0,4.79,95.96,7.0,0.0,0.0,3.0,2.0
4.0,1177,2,2.0,2.0,5.19,120.0,2.89,81.04,7.0,1.0,1.0,2.0,2.0
4.0,1077,2,1.0,3.0,5.4,84.0,4.5,67.13,4.0,1.0,0.0,3.0,2.0
5.0,2200,1,1.0,2.0,7.56,97.0,2.27,66.27,5.0,1.0,1.0,0.0,2.0
1.0,138,1,1.0,2.0,6.33,90.0,4.17,66.94,2.0,1.0,0.0,3.0,2.0
2.0,3286,5,1.0,2.0,6.66,152.0,4.09,87.99,12.0,0.0,0.0,3.0,2.0
1.0,178,2,1.0,3.0,6.38,148.0,3.16,62.09,1.0,1.0,2.0,3.0,2.0
4.0,766,2,1.0,2.0,7.71,111.0,1.63,29.07,4.0,1.0,1.0,2.0,2.0
1.0,351,1,2.0,0.0,8.43,141.0,4.66,78.99,4.0,1.0,0.0,3.0,0.0
5.0,2057,1,1.0,0.0,6.24,80.0,3.56,74.94,4.0,2.0,2.0,3.0,2.0
5.0,2274,2,1.0,0.0,5.81,114.0,3.52,85.8,5.0,1.0,2.0,3.0,2.0
5.0,1164,1,1.0,3.0,6.44,111.0,4.46,73.85,5.0,1.0,0.0,3.0,2.0
1.0,501,2,1.0,0.0,6.36,147.0,4.73,74.11,1.0,1.0,0.0,3.0,2.0
1.0,676,2,1.0,0.0,6.88,164.0,3.45,79.08,3.0,1.0,1.0,1.0,2.0
1.0,288,3,1.0,0.0,8.16,146.0,2.77,26.08,3.0,2.0,0.0,2.0,0.0
3.0,365,2,1.0,2.0,6.05,131.0,3.5,82.36,3.0,1.0,1.0,3.0,2.0
5.0,1240,1,2.0,0.0,7.64,169.0,2.81,81.61,3.0,1.0,0.0,2.0,2.0
